t_trip,P2_end,T_trip
28.819798,134.67204,636.39282
33.219798,134.67204,645.5112
31.719798,134.67204,642.52767
34.819798,134.67204,648.50966
36.519798,134.67204,651.55396
40.119798,134.67204,657.70013
38.319798,134.67204,654.69401
43.519798,134.67204,663.69893
41.919798,134.67204,660.71682
46.819798,134.67204,669.75701
45.219798,134.67204,666.82231
49.919798,134.67204,676.36637
48.619798,134.67204,672.75804
50.319798,134.67204,684.44071
50.119798,134.67204,679.89597
50.519798,134.67204,688.79313
50.419798,134.67204,686.70478
50.919798,134.67204,694.68207
50.719798,134.67204,692.22866
0,0,0
51.319798,134.67204,697.39468
0.11979835,136.00104,606.82475
4.4197983,136.00104,609.06148
8.8197984,136.00104,612.12606
12.719798,136.00104,615.17375
18.919798,136.00104,621.23935
15.919798,136.00104,618.15152
23.719798,136.00104,627.33541
21.419798,136.00104,624.27375
27.419798,136.00104,633.50335
25.619798,136.00104,630.34607
30.219798,136.00104,639.4005
28.819798,136.00104,636.39282
31.719798,136.00104,642.52767
33.219798,136.00104,645.5112
34.819798,136.00104,648.50966
36.519798,136.00104,651.55396
40.119798,136.00104,657.70013
38.319798,136.00104,654.69401
41.919798,136.00104,660.71682
43.519798,136.00104,663.69893
45.219798,136.00104,666.82224
46.819798,136.00104,669.75701
49.919798,136.00104,676.36637
48.619798,136.00104,672.75804
50.319798,136.00104,684.44065
50.119798,136.00104,679.89597
50.519798,136.00104,688.79313
50.419798,136.00104,686.70478
50.919798,136.00104,694.68207
50.719798,136.00104,692.22866
51.319798,136.00104,697.39461
0,0,0
0.11979835,137.33003,606.82475
4.4197983,137.33003,609.06148
8.8197984,137.33003,612.12606
12.719798,137.33003,615.17375
18.919798,137.33003,621.23935
15.919798,137.33003,618.15152
21.419798,137.33003,624.27375
23.719798,137.33003,627.33541
27.419798,137.33003,633.50335
25.619798,137.33003,630.34607
30.219798,137.33003,639.4005
28.819798,137.33003,636.39282
31.719798,137.33003,642.52767
33.219798,137.33003,645.5112
36.519798,137.33003,651.55396
34.819798,137.33003,648.50966
40.119798,137.33003,657.70013
38.319798,137.33003,654.69401
43.519798,137.33003,663.69893
41.919798,137.33003,660.71682
46.819798,137.33003,669.75701
45.219798,137.33003,666.82224
48.619798,137.33003,672.75804
49.919798,137.33003,676.36637
50.119798,137.33003,679.89597
50.319798,137.33003,684.44065
50.519798,137.33003,688.79313
50.419798,137.33003,686.70478
50.719798,137.33003,692.22866
50.919798,137.33003,694.68207
51.319798,137.33003,697.39461
